po_id,supplier_id,material_id,order_date,expected_delivery_date,actual_delivery_date,quantity_kg,status
PO-00006069,SUP-UKR-01,RM-WHT-023,2024-12-02,2024-12-24,2024-12-24,30570.82,Delivered
PO-00006070,SUP-KSA-04,RM-ADTV-223,2025-05-15,2025-05-26,2025-05-26,1127.58,Delivered
PO-00006071,SUP-KSA-01,RM-ADTV-247,2024-10-09,2024-10-16,2024-10-16,1984.05,Delivered
PO-00006072,SUP-KSA-01,RM-ADTV-224,2023-09-10,2023-09-17,2023-09-17,1628.12,Delivered
PO-00006073,SUP-KSA-04,RM-ADTV-161,2023-05-17,2023-05-28,2023-05-28,279.14,Delivered
PO-00006074,SUP-AUS-01,RM-WHT-039,2023-05-03,2023-05-28,2023-05-28,7998.81,Delivered
PO-00006075,SUP-KSA-01,RM-ADTV-174,2024-03-29,2024-04-05,2024-04-05,1460.4,Delivered
PO-00006076,SUP-IND-01,RM-WHT-019,2023-04-28,2023-05-16,2023-05-16,27819.75,Delivered
PO-00006077,SUP-KSA-04,RM-ADTV-204,2024-06-21,2024-07-02,2024-07-02,4037.99,Delivered
PO-00006078,SUP-KSA-04,RM-ADTV-192,2023-07-01,2023-07-12,2023-07-12,1935.13,Delivered
PO-00006079,SUP-AUS-01,RM-WHT-129,2024-06-28,2024-07-23,2024-07-23,9729.82,Delivered
PO-00006080,SUP-UKR-01,RM-WHT-027,2022-12-16,2023-01-07,2023-01-07,14793.46,Delivered
PO-00006081,SUP-KSA-04,RM-ADTV-163,2024-07-11,2024-07-22,2024-07-22,578.28,Delivered
PO-00006082,SUP-IND-01,RM-WHT-090,2023-11-18,2023-12-06,2023-12-06,23955.14,Delivered
PO-00006083,SUP-UKR-01,RM-WHT-133,2025-03-04,2025-03-26,2025-03-26,22817.24,Delivered
PO-00006084,SUP-KSA-01,RM-ADTV-162,2024-02-21,2024-02-28,2024-02-28,338.59,Delivered
PO-00006085,SUP-KSA-01,RM-ADTV-227,2024-02-02,2024-02-09,2024-02-09,526.44,Delivered
PO-00006086,SUP-AUS-01,RM-WHT-093,2023-04-25,2023-05-20,2023-05-20,30009.38,Delivered
PO-00006087,SUP-AUS-01,RM-WHT-037,2025-04-07,2025-05-02,2025-05-02,31248.04,Delivered
PO-00006088,SUP-IND-01,RM-WHT-003,2023-12-21,2024-01-08,2024-01-08,3841.09,Delivered
PO-00006089,SUP-KSA-02,RM-ADTV-172,2023-08-01,2023-08-10,2023-08-10,2032.32,Delivered
PO-00006090,SUP-KSA-02,RM-ADTV-205,2023-01-18,2023-01-27,2023-01-27,1066.94,Delivered
PO-00006091,SUP-KSA-03,RM-ADTV-156,2024-11-25,2024-12-05,2024-12-05,3256.09,Delivered
PO-00006092,SUP-KSA-03,RM-ADTV-161,2023-02-01,2023-02-11,2023-02-11,240.08,Delivered
PO-00006093,SUP-UKR-01,RM-WHT-025,2024-07-15,2024-08-06,2024-08-06,7481.53,Delivered
PO-00006094,SUP-KSA-01,RM-ADTV-170,2023-08-09,2023-08-16,2023-08-16,1201.95,Delivered
PO-00006095,SUP-UKR-01,RM-WHT-035,2024-11-09,2024-12-01,2024-12-01,19548.43,Delivered
PO-00006096,SUP-IND-01,RM-WHT-121,2023-03-21,2023-04-08,2023-04-08,11866.02,Delivered
PO-00006097,SUP-AUS-01,RM-WHT-058,2025-01-11,2025-02-05,2025-02-05,8661.88,Delivered
PO-00006098,SUP-IND-01,RM-WHT-095,2022-12-24,2023-01-11,2023-01-11,20394.25,Delivered
PO-00006099,SUP-UKR-01,RM-WHT-005,2024-05-16,2024-06-07,2024-06-07,8941.86,Delivered
PO-00006100,SUP-KSA-04,RM-ADTV-154,2025-05-14,2025-05-25,2025-05-25,486.06,Delivered
PO-00006101,SUP-AUS-01,RM-WHT-119,2023-06-01,2023-06-26,2023-06-26,32511.69,Delivered
PO-00006102,SUP-KSA-01,RM-ADTV-166,2024-06-04,2024-06-11,2024-06-11,2663.03,Delivered
PO-00006103,SUP-IND-01,RM-WHT-009,2025-02-27,2025-03-17,2025-03-17,11834.52,Delivered
PO-00006104,SUP-KSA-04,RM-ADTV-236,2023-11-21,2023-12-02,2023-12-02,780.11,Delivered
PO-00006105,SUP-KSA-02,RM-ADTV-164,2023-06-30,2023-07-09,2023-07-09,113.39,Delivered
PO-00006106,SUP-AUS-01,RM-WHT-072,2023-08-19,2023-09-13,2023-09-13,37868.89,Delivered
PO-00006107,SUP-KSA-04,RM-ADTV-167,2023-05-24,2023-06-04,2023-06-04,4006.19,Delivered
PO-00006108,SUP-UKR-01,RM-WHT-002,2023-04-03,2023-04-25,2023-04-25,6283.13,Delivered
PO-00006109,SUP-KSA-03,RM-ADTV-231,2023-02-14,2023-02-24,2023-02-24,106.98,Delivered
PO-00006110,SUP-KSA-04,RM-ADTV-160,2023-08-05,2023-08-16,2023-08-16,1231.23,Delivered
PO-00006111,SUP-KSA-01,RM-ADTV-205,2024-01-27,2024-02-03,2024-02-03,481.42,Delivered
PO-00006112,SUP-AUS-01,RM-WHT-049,2024-06-30,2024-07-25,2024-07-25,40884.24,Delivered
PO-00006113,SUP-UKR-01,RM-WHT-045,2025-05-24,2025-06-15,2025-06-15,16382.96,Delivered
PO-00006114,SUP-IND-01,RM-WHT-082,2024-01-27,2024-02-14,2024-02-14,5261.76,Delivered
PO-00006115,SUP-AUS-01,RM-WHT-053,2024-04-25,2024-05-20,2024-05-20,25542.95,Delivered
PO-00006116,SUP-KSA-03,RM-ADTV-156,2025-03-24,2025-04-03,2025-04-03,643.98,Delivered
PO-00006117,SUP-KSA-01,RM-ADTV-246,2024-05-06,2024-05-13,2024-05-13,1029.39,Delivered
PO-00006118,SUP-IND-01,RM-WHT-068,2025-01-16,2025-02-03,2025-02-03,28135.75,Delivered
PO-00006119,SUP-IND-01,RM-WHT-106,2024-12-30,2025-01-17,2025-01-17,30863.69,Delivered
PO-00006120,SUP-IND-01,RM-WHT-135,2024-01-06,2024-01-24,2024-01-24,24338.76,Delivered
PO-00006121,SUP-KSA-02,RM-ADTV-153,2023-02-19,2023-02-28,2023-02-28,2396.01,Delivered
PO-00006122,SUP-AUS-01,RM-WHT-017,2024-04-11,2024-05-06,2024-05-06,23815.51,Delivered
PO-00006123,SUP-KSA-01,RM-ADTV-231,2025-06-15,2025-06-22,2025-06-22,271.59,Delivered
PO-00006124,SUP-AUS-01,RM-WHT-022,2024-02-26,2024-03-22,2024-03-22,6938.71,Delivered
PO-00006125,SUP-IND-01,RM-WHT-058,2023-09-17,2023-10-05,2023-10-05,6010.52,Delivered
PO-00006126,SUP-AUS-01,RM-WHT-112,2023-12-15,2024-01-09,2024-01-09,8770.23,Delivered
PO-00006127,SUP-UKR-01,RM-WHT-053,2024-03-13,2024-04-04,2024-04-04,8806.82,Delivered
PO-00006128,SUP-KSA-03,RM-ADTV-237,2024-02-24,2024-03-05,2024-03-05,2666.37,Delivered
PO-00006129,SUP-KSA-01,RM-ADTV-172,2023-04-23,2023-04-30,2023-04-30,3247.64,Delivered
PO-00006130,SUP-UKR-01,RM-WHT-072,2023-06-22,2023-07-14,2023-07-14,41157.61,Delivered
PO-00006131,SUP-KSA-04,RM-ADTV-166,2024-09-21,2024-10-02,2024-10-02,1856.86,Delivered
PO-00006132,SUP-KSA-03,RM-ADTV-224,2024-10-18,2024-10-28,2024-10-28,2665.98,Delivered
PO-00006133,SUP-IND-01,RM-WHT-064,2023-12-29,2024-01-16,2024-01-16,18787.62,Delivered
PO-00006134,SUP-KSA-01,RM-ADTV-197,2024-02-03,2024-02-10,2024-02-10,313.76,Delivered
PO-00006135,SUP-KSA-03,RM-ADTV-155,2023-04-01,2023-04-11,2023-04-11,2048.51,Delivered
PO-00006136,SUP-IND-01,RM-WHT-025,2023-09-19,2023-10-07,2023-10-07,22840.05,Delivered
PO-00006137,SUP-UKR-01,RM-WHT-133,2024-03-30,2024-04-21,2024-04-21,24502.92,Delivered
PO-00006138,SUP-AUS-01,RM-WHT-063,2024-02-19,2024-03-15,2024-03-15,14322.13,Delivered
PO-00006139,SUP-AUS-01,RM-WHT-029,2025-02-09,2025-03-06,2025-03-06,6945.01,Delivered
PO-00006140,SUP-KSA-01,RM-ADTV-209,2023-02-03,2023-02-10,2023-02-10,1287.86,Delivered
PO-00006141,SUP-AUS-01,RM-WHT-130,2022-12-25,2023-01-19,2023-01-19,19075.36,Delivered
PO-00006142,SUP-AUS-01,RM-WHT-037,2024-06-03,2024-06-28,2024-06-28,15613.04,Delivered
PO-00006143,SUP-UKR-01,RM-WHT-037,2025-03-12,2025-04-03,2025-04-03,32664.43,Delivered
PO-00006144,SUP-KSA-02,RM-ADTV-179,2024-11-17,2024-11-26,2024-11-26,784.18,Delivered
PO-00006145,SUP-IND-01,RM-WHT-020,2023-05-03,2023-05-21,2023-05-21,18427.67,Delivered
PO-00006146,SUP-UKR-01,RM-WHT-144,2023-09-16,2023-10-08,2023-10-08,40540.29,Delivered
PO-00006147,SUP-KSA-01,RM-ADTV-232,2024-01-24,2024-01-31,2024-01-31,843.13,Delivered
PO-00006148,SUP-AUS-01,RM-WHT-118,2023-10-16,2023-11-10,2023-11-10,40277.27,Delivered
PO-00006149,SUP-KSA-04,RM-ADTV-165,2024-09-06,2024-09-17,2024-09-17,1772.0,Delivered
PO-00006150,SUP-KSA-02,RM-ADTV-239,2024-05-13,2024-05-22,2024-05-22,1311.36,Delivered
PO-00006151,SUP-AUS-01,RM-WHT-112,2023-06-23,2023-07-18,2023-07-18,28982.43,Delivered
PO-00006152,SUP-UKR-01,RM-WHT-002,2023-05-07,2023-05-29,2023-05-29,7207.52,Delivered
PO-00006153,SUP-IND-01,RM-WHT-148,2024-11-02,2024-11-20,2024-11-20,25911.41,Delivered
PO-00006154,SUP-IND-01,RM-WHT-136,2023-03-27,2023-04-14,2023-04-14,27773.05,Delivered
PO-00006155,SUP-IND-01,RM-WHT-082,2025-04-01,2025-04-19,2025-04-19,3446.9,Delivered
PO-00006156,SUP-KSA-04,RM-ADTV-236,2024-10-09,2024-10-20,2024-10-20,1269.34,Delivered
PO-00006157,SUP-IND-01,RM-WHT-146,2024-12-28,2025-01-15,2025-01-15,27063.12,Delivered
PO-00006158,SUP-UKR-01,RM-WHT-061,2024-12-19,2025-01-10,2025-01-10,20676.96,Delivered
PO-00006159,SUP-UKR-01,RM-WHT-086,2022-12-22,2023-01-13,2023-01-13,29566.34,Delivered
PO-00006160,SUP-KSA-03,RM-ADTV-218,2023-03-01,2023-03-11,2023-03-11,921.81,Delivered
PO-00006161,SUP-IND-01,RM-WHT-095,2023-02-21,2023-03-11,2023-03-11,20936.56,Delivered
PO-00006162,SUP-KSA-04,RM-ADTV-158,2024-02-27,2024-03-09,2024-03-09,2556.83,Delivered
PO-00006163,SUP-KSA-04,RM-ADTV-213,2023-02-26,2023-03-09,2023-03-09,1891.44,Delivered
PO-00006164,SUP-KSA-01,RM-ADTV-172,2023-07-18,2023-07-25,2023-07-25,3212.79,Delivered
PO-00006165,SUP-IND-01,RM-WHT-136,2023-09-21,2023-10-09,2023-10-09,48670.56,Delivered
PO-00006166,SUP-AUS-01,RM-WHT-127,2025-02-27,2025-03-24,2025-03-24,9241.86,Delivered
PO-00006167,SUP-KSA-03,RM-ADTV-217,2025-04-20,2025-04-30,2025-04-30,688.73,Delivered
PO-00006168,SUP-IND-01,RM-WHT-020,2023-09-28,2023-10-16,2023-10-16,20663.82,Delivered
PO-00006169,SUP-AUS-01,RM-WHT-045,2025-03-28,2025-04-22,2025-04-22,44478.63,Delivered
PO-00006170,SUP-KSA-03,RM-ADTV-235,2023-06-02,2023-06-12,2023-06-12,379.41,Delivered
PO-00006171,SUP-AUS-01,RM-WHT-070,2024-11-24,2024-12-19,2024-12-19,12578.35,Delivered
PO-00006172,SUP-AUS-01,RM-WHT-144,2024-04-06,2024-05-01,2024-05-01,18493.63,Delivered
PO-00006173,SUP-UKR-01,RM-WHT-036,2024-12-01,2024-12-23,2024-12-23,10964.66,Delivered
PO-00006174,SUP-UKR-01,RM-WHT-043,2022-12-31,2023-01-22,2023-01-22,7478.44,Delivered
PO-00006175,SUP-KSA-04,RM-ADTV-208,2024-11-28,2024-12-09,2024-12-09,1161.85,Delivered
PO-00006176,SUP-UKR-01,RM-WHT-116,2023-07-19,2023-08-10,2023-08-10,13132.26,Delivered
PO-00006177,SUP-UKR-01,RM-WHT-037,2024-11-23,2024-12-15,2024-12-15,52138.14,Delivered
PO-00006178,SUP-IND-01,RM-WHT-123,2025-01-03,2025-01-21,2025-01-21,6932.5,Delivered
PO-00006179,SUP-UKR-01,RM-WHT-005,2023-01-30,2023-02-21,2023-02-21,11170.59,Delivered
PO-00006180,SUP-KSA-03,RM-ADTV-162,2024-09-20,2024-09-30,2024-09-30,642.28,Delivered
PO-00006181,SUP-KSA-01,RM-ADTV-185,2023-01-03,2023-01-10,2023-01-10,1322.15,Delivered
PO-00006182,SUP-KSA-01,RM-ADTV-186,2023-10-06,2023-10-13,2023-10-13,1141.9,Delivered
PO-00006183,SUP-UKR-01,RM-WHT-099,2023-06-19,2023-07-11,2023-07-11,10054.84,Delivered
PO-00006184,SUP-IND-01,RM-WHT-001,2023-01-28,2023-02-15,2023-02-15,11420.67,Delivered
PO-00006185,SUP-UKR-01,RM-WHT-057,2024-05-08,2024-05-30,2024-05-30,36534.76,Delivered
PO-00006186,SUP-KSA-02,RM-ADTV-192,2023-12-17,2023-12-26,2023-12-26,1308.39,Delivered
PO-00006187,SUP-IND-01,RM-WHT-049,2024-12-17,2025-01-04,2025-01-04,39979.11,Delivered
PO-00006188,SUP-KSA-02,RM-ADTV-206,2025-02-21,2025-03-02,2025-03-02,2081.38,Delivered
PO-00006189,SUP-UKR-01,RM-WHT-094,2023-06-06,2023-06-28,2023-06-28,2656.59,Delivered
PO-00006190,SUP-KSA-01,RM-ADTV-175,2024-01-17,2024-01-24,2024-01-24,886.18,Delivered
PO-00006191,SUP-KSA-03,RM-ADTV-174,2025-01-25,2025-02-04,2025-02-04,2480.53,Delivered
PO-00006192,SUP-IND-01,RM-WHT-062,2023-01-20,2023-02-07,2023-02-07,19522.38,Delivered
PO-00006193,SUP-AUS-01,RM-WHT-090,2022-12-30,2023-01-24,2023-01-24,19749.5,Delivered
PO-00006194,SUP-AUS-01,RM-WHT-100,2024-02-05,2024-03-01,2024-03-01,23169.02,Delivered
PO-00006195,SUP-KSA-02,RM-ADTV-184,2023-08-09,2023-08-18,2023-08-18,1851.59,Delivered
PO-00006196,SUP-IND-01,RM-WHT-063,2024-11-17,2024-12-05,2024-12-05,42684.33,Delivered
PO-00006197,SUP-IND-01,RM-WHT-014,2024-08-29,2024-09-16,2024-09-16,6460.07,Delivered
PO-00006198,SUP-IND-01,RM-WHT-006,2024-10-10,2024-10-28,2024-10-28,30108.44,Delivered
PO-00006199,SUP-IND-01,RM-WHT-085,2024-10-29,2024-11-16,2024-11-16,7059.84,Delivered
PO-00006200,SUP-AUS-01,RM-WHT-117,2024-08-19,2024-09-13,2024-09-13,9079.79,Delivered
PO-00006201,SUP-AUS-01,RM-WHT-063,2023-10-02,2023-10-27,2023-10-27,10793.57,Delivered
PO-00006202,SUP-UKR-01,RM-WHT-055,2024-09-23,2024-10-15,2024-10-15,21670.61,Delivered
PO-00006203,SUP-KSA-03,RM-ADTV-174,2023-09-29,2023-10-09,2023-10-09,1654.76,Delivered
PO-00006204,SUP-UKR-01,RM-WHT-015,2023-06-21,2023-07-13,2023-07-13,47165.48,Delivered
PO-00006205,SUP-UKR-01,RM-WHT-104,2024-08-22,2024-09-13,2024-09-13,9303.8,Delivered
PO-00006206,SUP-KSA-01,RM-ADTV-168,2023-05-19,2023-05-26,2023-05-26,1691.89,Delivered
PO-00006207,SUP-KSA-02,RM-ADTV-163,2024-08-21,2024-08-30,2024-08-30,309.86,Delivered
PO-00006208,SUP-AUS-01,RM-WHT-042,2024-12-26,2025-01-20,2025-01-20,9806.91,Delivered
PO-00006209,SUP-AUS-01,RM-WHT-064,2025-03-11,2025-04-05,2025-04-05,19635.99,Delivered
PO-00006210,SUP-KSA-03,RM-ADTV-184,2024-08-13,2024-08-23,2024-08-23,3025.58,Delivered
PO-00006211,SUP-IND-01,RM-WHT-143,2023-06-22,2023-07-10,2023-07-10,18159.71,Delivered
PO-00006212,SUP-AUS-01,RM-WHT-040,2025-04-06,2025-05-01,2025-05-01,16705.54,Delivered
PO-00006213,SUP-IND-01,RM-WHT-075,2025-03-15,2025-04-02,2025-04-02,8544.95,Delivered
PO-00006214,SUP-AUS-01,RM-WHT-058,2024-01-31,2024-02-25,2024-02-25,11182.02,Delivered
PO-00006215,SUP-AUS-01,RM-WHT-068,2024-01-20,2024-02-14,2024-02-14,18721.68,Delivered
PO-00006216,SUP-KSA-03,RM-ADTV-161,2023-05-20,2023-05-30,2023-05-30,886.99,Delivered
PO-00006217,SUP-KSA-04,RM-ADTV-248,2023-01-23,2023-02-03,2023-02-03,599.0,Delivered
PO-00006218,SUP-AUS-01,RM-WHT-100,2024-07-27,2024-08-21,2024-08-21,32068.58,Delivered
PO-00006219,SUP-AUS-01,RM-WHT-051,2023-11-07,2023-12-02,2023-12-02,17606.7,Delivered
PO-00006220,SUP-AUS-01,RM-WHT-025,2023-03-11,2023-04-05,2023-04-05,7262.17,Delivered
PO-00006221,SUP-KSA-04,RM-ADTV-217,2023-05-02,2023-05-13,2023-05-13,558.06,Delivered
PO-00006222,SUP-IND-01,RM-WHT-121,2024-04-21,2024-05-09,2024-05-09,7843.54,Delivered
PO-00006223,SUP-KSA-03,RM-ADTV-244,2024-08-07,2024-08-17,2024-08-17,2773.97,Delivered
PO-00006224,SUP-KSA-02,RM-ADTV-204,2023-07-03,2023-07-12,2023-07-12,3629.77,Delivered
PO-00006225,SUP-IND-01,RM-WHT-026,2025-04-11,2025-04-29,2025-04-29,21780.22,Delivered
PO-00006226,SUP-KSA-02,RM-ADTV-200,2023-08-17,2023-08-26,2023-08-26,1259.9,Delivered
PO-00006227,SUP-KSA-03,RM-ADTV-247,2024-06-12,2024-06-22,2024-06-22,939.61,Delivered
PO-00006228,SUP-UKR-01,RM-WHT-117,2023-08-18,2023-09-09,2023-09-09,11492.66,Delivered
PO-00006229,SUP-IND-01,RM-WHT-085,2025-05-28,2025-06-15,2025-06-15,21571.42,Delivered
PO-00006230,SUP-KSA-03,RM-ADTV-239,2024-04-14,2024-04-24,2024-04-24,445.93,Delivered
PO-00006231,SUP-IND-01,RM-WHT-072,2023-07-03,2023-07-21,2023-07-21,45168.5,Delivered
PO-00006232,SUP-UKR-01,RM-WHT-026,2024-01-01,2024-01-23,2024-01-23,16535.67,Delivered
PO-00006233,SUP-UKR-01,RM-WHT-092,2025-02-20,2025-03-14,2025-03-14,24510.01,Delivered
PO-00006234,SUP-KSA-03,RM-ADTV-198,2024-08-15,2024-08-25,2024-08-25,872.09,Delivered
PO-00006235,SUP-IND-01,RM-WHT-082,2023-07-25,2023-08-12,2023-08-12,9363.93,Delivered
PO-00006236,SUP-IND-01,RM-WHT-083,2024-05-29,2024-06-16,2024-06-16,12743.86,Delivered
PO-00006237,SUP-UKR-01,RM-WHT-039,2024-06-30,2024-07-22,2024-07-22,9229.96,Delivered
PO-00006238,SUP-AUS-01,RM-WHT-085,2024-10-19,2024-11-13,2024-11-13,19815.03,Delivered
PO-00006239,SUP-UKR-01,RM-WHT-007,2024-01-17,2024-02-08,2024-02-08,18715.47,Delivered
PO-00006240,SUP-AUS-01,RM-WHT-145,2024-12-18,2025-01-12,2025-01-12,22237.68,Delivered
PO-00006241,SUP-AUS-01,RM-WHT-105,2025-03-26,2025-04-20,2025-04-20,22268.88,Delivered
PO-00006242,SUP-IND-01,RM-WHT-013,2023-10-13,2023-10-31,2023-10-31,26520.89,Delivered
PO-00006243,SUP-KSA-02,RM-ADTV-244,2023-05-17,2023-05-26,2023-05-26,1574.5,Delivered
PO-00006244,SUP-KSA-02,RM-ADTV-244,2024-05-06,2024-05-15,2024-05-15,3997.88,Delivered
PO-00006245,SUP-AUS-01,RM-WHT-011,2025-02-11,2025-03-08,2025-03-08,5195.59,Delivered
PO-00006246,SUP-KSA-02,RM-ADTV-155,2024-02-02,2024-02-11,2024-02-11,1092.54,Delivered
PO-00006247,SUP-UKR-01,RM-WHT-109,2024-06-07,2024-06-29,2024-06-29,8872.21,Delivered
PO-00006248,SUP-KSA-02,RM-ADTV-216,2023-12-30,2024-01-08,2024-01-08,2375.63,Delivered
PO-00006249,SUP-KSA-01,RM-ADTV-217,2023-10-09,2023-10-16,2023-10-16,1229.2,Delivered
PO-00006250,SUP-UKR-01,RM-WHT-035,2024-12-11,2025-01-02,2025-01-02,27824.97,Delivered
PO-00006251,SUP-IND-01,RM-WHT-061,2022-12-28,2023-01-15,2023-01-15,30715.09,Delivered
PO-00006252,SUP-AUS-01,RM-WHT-061,2024-11-13,2024-12-08,2024-12-08,12347.73,Delivered
PO-00006253,SUP-KSA-02,RM-ADTV-226,2023-12-02,2023-12-11,2023-12-11,669.23,Delivered
PO-00006254,SUP-KSA-04,RM-ADTV-230,2023-12-29,2024-01-09,2024-01-09,2346.68,Delivered
PO-00006255,SUP-KSA-03,RM-ADTV-232,2024-03-03,2024-03-13,2024-03-13,607.56,Delivered
PO-00006256,SUP-KSA-03,RM-ADTV-229,2023-04-07,2023-04-17,2023-04-17,1793.71,Delivered
PO-00006257,SUP-UKR-01,RM-WHT-113,2023-12-08,2023-12-30,2023-12-30,12426.43,Delivered
PO-00006258,SUP-UKR-01,RM-WHT-077,2024-01-29,2024-02-20,2024-02-20,14284.21,Delivered
PO-00006259,SUP-AUS-01,RM-WHT-013,2023-05-09,2023-06-03,2023-06-03,22444.96,Delivered
PO-00006260,SUP-KSA-01,RM-ADTV-205,2024-06-25,2024-07-02,2024-07-02,1690.86,Delivered
PO-00006261,SUP-KSA-03,RM-ADTV-227,2023-04-17,2023-04-27,2023-04-27,1382.82,Delivered
PO-00006262,SUP-IND-01,RM-WHT-131,2025-04-02,2025-04-20,2025-04-20,19492.58,Delivered
PO-00006263,SUP-KSA-02,RM-ADTV-206,2024-12-01,2024-12-10,2024-12-10,1413.66,Delivered
PO-00006264,SUP-IND-01,RM-WHT-009,2024-02-07,2024-02-25,2024-02-25,28483.62,Delivered
PO-00006265,SUP-IND-01,RM-WHT-122,2024-07-16,2024-08-03,2024-08-03,9439.43,Delivered
PO-00006266,SUP-KSA-02,RM-ADTV-219,2024-01-27,2024-02-05,2024-02-05,2194.66,Delivered
PO-00006267,SUP-AUS-01,RM-WHT-126,2024-05-10,2024-06-04,2024-06-04,7762.97,Delivered
PO-00006268,SUP-IND-01,RM-WHT-032,2023-05-03,2023-05-21,2023-05-21,9143.73,Delivered
PO-00006269,SUP-KSA-01,RM-ADTV-195,2024-10-30,2024-11-06,2024-11-06,3114.94,Delivered
PO-00006270,SUP-UKR-01,RM-WHT-143,2023-09-16,2023-10-08,2023-10-08,32343.87,Delivered
PO-00006271,SUP-IND-01,RM-WHT-123,2023-03-20,2023-04-07,2023-04-07,8095.16,Delivered
PO-00006272,SUP-IND-01,RM-WHT-042,2024-01-19,2024-02-06,2024-02-06,32734.35,Delivered
PO-00006273,SUP-KSA-02,RM-ADTV-184,2024-06-12,2024-06-21,2024-06-21,2261.06,Delivered
PO-00006274,SUP-IND-01,RM-WHT-012,2024-03-15,2024-04-02,2024-04-02,8137.73,Delivered
PO-00006275,SUP-KSA-03,RM-ADTV-242,2023-12-07,2023-12-17,2023-12-17,1923.51,Delivered
PO-00006276,SUP-KSA-02,RM-ADTV-164,2024-10-23,2024-11-01,2024-11-01,534.71,Delivered
PO-00006277,SUP-UKR-01,RM-WHT-105,2025-04-08,2025-04-30,2025-04-30,40449.47,Delivered
PO-00006278,SUP-AUS-01,RM-WHT-007,2023-02-06,2023-03-03,2023-03-03,24683.53,Delivered
PO-00006279,SUP-AUS-01,RM-WHT-055,2023-07-20,2023-08-14,2023-08-14,44657.64,Delivered
PO-00006280,SUP-KSA-03,RM-ADTV-248,2024-06-02,2024-06-12,2024-06-12,1442.96,Delivered
PO-00006281,SUP-AUS-01,RM-WHT-144,2024-04-08,2024-05-03,2024-05-03,42759.09,Delivered
PO-00006282,SUP-AUS-01,RM-WHT-025,2024-05-04,2024-05-29,2024-05-29,9614.83,Delivered
PO-00006283,SUP-IND-01,RM-WHT-124,2024-06-23,2024-07-11,2024-07-11,5664.99,Delivered
PO-00006284,SUP-IND-01,RM-WHT-052,2023-08-11,2023-08-29,2023-08-29,51931.01,Delivered
PO-00006285,SUP-IND-01,RM-WHT-016,2024-07-27,2024-08-14,2024-08-14,2472.36,Delivered
PO-00006286,SUP-AUS-01,RM-WHT-103,2023-09-06,2023-10-01,2023-10-01,14161.94,Delivered
PO-00006287,SUP-AUS-01,RM-WHT-146,2023-10-12,2023-11-06,2023-11-06,16452.01,Delivered
PO-00006288,SUP-UKR-01,RM-WHT-123,2024-11-20,2024-12-12,2024-12-12,17809.59,Delivered
PO-00006289,SUP-AUS-01,RM-WHT-080,2024-03-21,2024-04-15,2024-04-15,35477.82,Delivered
PO-00006290,SUP-KSA-04,RM-ADTV-192,2024-10-05,2024-10-16,2024-10-16,680.07,Delivered
PO-00006291,SUP-IND-01,RM-WHT-036,2023-04-28,2023-05-16,2023-05-16,21788.96,Delivered
PO-00006292,SUP-KSA-01,RM-ADTV-153,2025-04-21,2025-04-28,2025-04-28,3425.38,Delivered
PO-00006293,SUP-AUS-01,RM-WHT-129,2023-06-02,2023-06-27,2023-06-27,12184.64,Delivered
PO-00006294,SUP-KSA-04,RM-ADTV-223,2023-02-15,2023-02-26,2023-02-26,457.54,Delivered
PO-00006295,SUP-KSA-01,RM-ADTV-248,2024-05-20,2024-05-27,2024-05-27,367.91,Delivered
PO-00006296,SUP-UKR-01,RM-WHT-132,2025-01-16,2025-02-07,2025-02-07,13482.51,Delivered
PO-00006297,SUP-KSA-01,RM-ADTV-203,2024-07-04,2024-07-11,2024-07-11,289.75,Delivered
PO-00006298,SUP-IND-01,RM-WHT-098,2024-05-11,2024-05-29,2024-05-29,8178.76,Delivered
PO-00006299,SUP-KSA-01,RM-ADTV-175,2024-05-23,2024-05-30,2024-05-30,2179.29,Delivered
PO-00006300,SUP-IND-01,RM-WHT-142,2023-11-06,2023-11-24,2023-11-24,37121.92,Delivered
PO-00006301,SUP-AUS-01,RM-WHT-043,2022-12-08,2023-01-02,2023-01-02,12904.68,Delivered
PO-00006302,SUP-KSA-02,RM-ADTV-202,2023-01-13,2023-01-22,2023-01-22,457.7,Delivered
PO-00006303,SUP-KSA-04,RM-ADTV-152,2023-08-31,2023-09-11,2023-09-11,2333.24,Delivered
PO-00006304,SUP-KSA-03,RM-ADTV-213,2024-06-02,2024-06-12,2024-06-12,2213.71,Delivered
PO-00006305,SUP-UKR-01,RM-WHT-072,2024-03-19,2024-04-10,2024-04-10,37396.86,Delivered
PO-00006306,SUP-IND-01,RM-WHT-062,2024-12-05,2024-12-23,2024-12-23,37269.67,Delivered
PO-00006307,SUP-UKR-01,RM-WHT-072,2025-02-21,2025-03-15,2025-03-15,18829.23,Delivered
PO-00006308,SUP-KSA-02,RM-ADTV-181,2024-10-19,2024-10-28,2024-10-28,1655.48,Delivered
PO-00006309,SUP-AUS-01,RM-WHT-102,2024-01-02,2024-01-27,2024-01-27,7386.12,Delivered
PO-00006310,SUP-AUS-01,RM-WHT-004,2025-04-17,2025-05-12,2025-05-12,24163.73,Delivered
PO-00006311,SUP-KSA-02,RM-ADTV-217,2024-12-30,2025-01-08,2025-01-08,948.92,Delivered
PO-00006312,SUP-KSA-03,RM-ADTV-180,2024-07-08,2024-07-18,2024-07-18,1041.95,Delivered
